ABC‐boek | ABC-book
rolgordĳn | roller‐blind
rolklaver | lotus
rollen | roll
rolprent | film
rolroer | aileron
rolschaats | rollerskate
roltrap | escalator
roman | novel
romance | romance
romanschrĳver | fictionwriter
romantiek | romanticism
romantisch | romantic
romen | cream
rommel | clippings
rommelen | makeanoise
rommelzooi | debris
rompslomp | fuss
rond | round
rondborstigheid | sincerity
rondbrengen | distribute
ronddelen | deal
ronddolen | roam
ronddraaien | turn
ronddwalen | roam
rondedans | rounddance
rondeel | bastion
rondgaan | beabout
rondgeven | deal
ronding | arch
rondleiden | conduct
rondmaken | round
rondom | about
rondreis | tour
rondreizen | migrate
rondschrĳven | circular
rondstrooien | scatter
rondtrekken | migrate
rondtrekkend | migrant
ronduit | frankly
rondweg | frankly
ronken | snore
roodaarde | ruddle
roodborstje | robin
roodbruin | sorrel
roodkoper | copper
roodkoperen | copper
rood worden | blush
roofdier | beastofprey
rooien | aim
rook | smoke
rookcoupé | smokers
rookkanaal | chimney
rooktabak | cross‐cutMaryland
room | cream
rooskleurig | pink
rooster | schedule
roosteren | roast
ros | horse
rosbief | roastbeef
rose | pink
roskammen | curry
rot | rotten
rotatie | rotation
rotbeest | monster
roteren | pivot
rotheid | rottenness
rothond | monster
rothuis | den
rots | rock
rotsblok | boulder
rotten | putrefy
rottig | nasty
rotzak | rogue
rotzooi | confusion
roulatie | circulation
rouleren | beabout
routine | routine
rouw‐ | mournful
rouw | mourning
rouwbeklag | condolences
rouwdienst | funeralservice
rouwen | mourn
rouwstoet | funeralprocession
roven | plunder
rover | robber
royeren | discharge
roze | pink
rozenkrans | rosary
rozestruik | rose‐bush
rozig | pink
rubber | rubber
rubberboom | rubbertree
rubberen | rubber
rubidium | rubidium
rubriek | column
ruchtbaar | public
ruchtbaarheid | publicity
ruchtbaarmaking | proclamation
ruchtbaar maken | publish
ruggegraat | spine
ruggespraak | consideration
ruggespraak houden | deliberate
ruggesteunen | abet
rugschild | carapace
rugstuk | back
rugwaarts | backward
rugzĳde | back
ruig | crude
ruigharig | bristly
ruiken naar | smellof
ruiker | bouquet
ruil | exchange
ruilen | interchange
ruimheid | width
ruiming | abolition
ruimschoots | abundantly
ruimtevaarder | astronaut
ruimtevrees | agoraphobia
ruin | gelding
ruisen | murmur
ruiterĳ | cavalry
ruitje | square
ruk | pull
rukken | jerk
rul | loose
rum | rum
rumoer | ado
rumoeren | makeanoise
rumoerig | noisy
run | crush
rund | bovine
runder‐ | bovine
runderdief | cattle‐lifter
rundvlees | beef
rups | caterpillar
rupsklaver | medick
rust | calmness
rustbank | couch
rustdag | holiday
rusteloosheid | agitation
rusten | repose
rustend | retired
rusthuis | resting‐place
rustig | calm
rustigheid | calmness
rusting | armour
rustoord | resting‐place
rustplaats | resting‐place
rustverstoring | agitation
ruthenium | ruthenium
ruw | brute
ruwe katoen | cotton
ruwe olie | crudeoil
ruwe petroleum | crudeoil
ruwharig | bristly
ruzie | quarrel
ruzie krĳgen | getinaquarrel
ruzie maken | quarrel
ruziën | quarrel
ruïne | ruin
ruïneren | destroy
rĳbewĳs | driving‐licence
rĳgen | thread
rĳgveter | shoe‐lace
rĳk | abundant
rĳkaard | richman
rĳkdom | abundance
rĳke | richman
rĳknecht | groom
rĳksstaf | sceptre
rĳksveldwachter | gendarme
rĳk zĳn | own
rĳm | rhyme
rĳnaak | Rhinebarge
rĳp | mature
rĳpen | ripen
rĳp worden | ripen
rĳs | twig
rĳschool | driving‐school
rĳst | rice
rĳstbrandewĳn | rack
rĳstplant | riceplant
rĳstrook | corridor
rĳstveld | paddy‐field
rĳstwĳn | sake
rĳten | rip
rĳtjeshuis | terracehouse
rĳtuig | carriage
rĳweg | highway
rĳwiel | bike
rĳzen | ascend
röntgenstralen | X‐rays
saai | boring
saamhorigheid | solidarity
sabbat | Sabbath
sacraal | holy
sacrament | sacrament
sadisme | sadism
sadist | sadist
sadistisch | sadistic
saffiaantje | cigarette
sajet | worsted
sakkerloot | darn
saké | sake
salamander | salamander
salami | salami
salaris | salary
salderen | strikeabalance
saldo | balance
saletjonker | dandy
salie | sage
salomonszegel | Solomon's‐seal
salon | lounge
salueren | salute
saluut | greeting
salvia | sage
samarium | samarium
samen‐ | co‐
samen | co‐
samenbinden | connect
samenbrengen | join
samengaan | accord
samenhangend | coherent
samenklinken | accord
samenklonteren | agglomeration
samenkomst | assemblage
samenleving | society
samenlopen | converge
samenplakken | agglutinate
samenscholing | accumulation
samenspannen | conspire
samenspanning | conspiracy
samentrekkend | astringent
samentrekkingsteken | circumflex
samenvatten | abstract
samenvatting | abridgement
samenvoegen | combine
samenwerken | cooperate
samenwonen | cohabit
samenzweren | conspire
samenzwering | conspiracy
samoerai | samurai
samovar | samovar
sanctie | sanction
sanctioneren | sanction
sandaal | sandal
sandwich | sandwich
sanitair | hygienic
santé | cheers
sap | juice
sappigheid | verve
sarcasme | acidness
sarcastisch | acid
sardine | sardine
sarong | sarong
sarren | abet
sas | lock
sassluis | lock
satang | satang
satelliet | satellite
sauna | sauna
saus | gravy
sauzen | pour
saxofoon | saxophone
scabiosa | scabious
scala | gamut
scanderen | scan
scandium | scandium
scenario | script
scepter | sceptre
scepticus | skeptic
sceptisch | skeptical
schaaf | plane
schaafwond | abrasion
schaakbord | chessboard
schaakmat | mat
schaakspel | chess
schaak staan | check
schaal | carapace
schaalverdeling | scale
schaamte | shame
schaap | sheep
schaapachtig | addled
schaapherder | shepherd
schaapskooi | fold
schaapskop | fool
schaar | pincers
schaars | inshortsupply
schaats | skate
schaatsen | skate
schaatsenrĳden | skate
schablone | pattern
schacht | pole
schadelĳk | adverse
schadepost | loss
schade aanrichten | damage
schaduwen | tail
schaduwzĳde | disadvantage
schakel | link
schakelaar | switch
schakelen | switch
schakering | hue
schalks | airy‐fairy
schalm | link
schalmen | peal
schamel | abject
schamelheid | misery
schamperheid | contempt
schandaal | commotion
schande | shame
schandelĳk | shameful
schandschrift | pamphlet
schap | shelf
schapenhorzel | hornet
schapestal | fold
schapevlees | mutton
schare | accumulation
scharnier | hinge
scharrelen | court
schateren | roarwithlaughter
schaterlachen | roarwithlaughter
schatje | sweetheart
schatrĳk | immenselyrich
schatten | appraise
schattig | charming
schatting | tribute
schatting betalen | paytribute
schaven | abrade
schavot | scaffold
schavuit | cheat
schedel | skull
scheef | oblique
scheelkĳken | lookaskance
scheelzien | lookaskance
scheen | shin‐bone
scheenbeen | shin‐bone
scheepsaandeel | shippingshare
scheepsbemanning | crew
scheepsdek | deck
scheepskapitein | captain
scheepslading | cargo
scheepsromp | hull
scheepsruim | hold
scheepsvolk | crew
scheepvaart | navigation
scheep gaan | embark
scheerkwast | shaving‐brush
scheerlĳn | brace
scheermes | razor
scheermesje | razor‐blade
scheerriem | strop
scheet | fart
scheiden | divide
scheiding | divorce
scheidsgerecht | arbitration
scheidsmuur | bar
scheidsrechter | arbiter
scheikunde | chemistry
scheikundige | chemist
schel | acerbic
scheldwoord | invective
schelen | differ
schelf | heap
schelheid | acerbity
schelklinkend | shrill
schelkruid | greatercelandine
schelmachtig | mischievous
schelms | airy‐fairy
schelp | shell
schelvis | haddock
schema | model
schemer | dusk
schemerachtig | dim
schemerdonker | dusk
schemerig | dim
schemering | dusk
schenden | damage
schenkblad | tray
schenken | donate
schenking | gift
schep | shovel
schepen | alderman
scheper | shepherd
schepper | author
schepsel | creature
scheren over | skim
scherf | splinter
schermen | fence
scherp | acerbic
scherpen | sharpen
scherpe rand | mountainridge
scherpheid | acerbity
scherpte | acerbity
scherpzinnig | acute
scherpzinnigheid | acuity
scherts | gag
schertsen | jest
schets | design
schetsen | plan
schetsmatig | general
scheur | burst
scheuren | burst
scheuring | schism
scheutig | generous
schicht | lightning
schielĳk | fast
schier | almost
schiereiland | peninsula
schieten | fire
schieten op | fireat
schietpartĳ | firing
schietwapen | gun
schiften | divide
schifting | separation
schik | amusement
schikken | beappropriate
schikking | accommodation
schil | bark
schild | protection
schilder | painter
schilderachtig | picturesque
schilderen | paint
schildering | painting
schilderstuk | painting
schilderĳ | painting
schilderĳlĳst | frame
schildpad | tortoise
schildvleugelige | beetle
schildwacht | sentry
schilfer | scale
schillen | shell
schim | ghost
schimmel | mold
schimmelen | getmouldy
schimmelig | mouldy
schimpdicht | satire
schimpen | jeer
schimpwoord | invective
schip | ship
schipbreuk | shipwreck
schipbreuk leiden | abort
schisma | schism
schitterend | bright
schittering | gloss
schmink | makeup
schminken | makeup
schobbejak | criminal
schoeiing | campshedding
schoeisel | footwear
schoelje | rogue
schoen | shoe
schoencrème | polish
schoenhoorn | shoe‐horn
schoenlepel | shoe‐horn
schoenmaker | shoemaker
schoensmeer | polish
schoenveter | shoe‐lace
schoenzool | sole
schoep | blade
schoffel | hoe
schoffelen | weed
schoft | rogue
schokken | jerk
schol | plaice
scholen | teach
scholier | pupil
schommelen | balance
schone letteren | belles‐lettres
schone vrouw | beautifulwoman
schonk | bone
schonkig | bony
schoof | sheaf
schooien | beg
schooier | beggar
schooierĳ | begging
schooister | beggar‐woman
school | bevy
schoolboek | textbook
schoolhoofd | headmaster
schooljongen | pupil
schooljuffrouw | teacher
schoolmeester | instructor
schools | methodical
schoolvakantie | schoolholidays
schoon‐ | bymarriage
schoon | beautiful
schoonbroer | brother‐in‐law
schoondochter | daughter‐in‐law
schoonheidsleer | aesthetics
schoonklinkend | euphonious
schoonmaken | clean
schoonmoeder | mother‐in‐law
schoonouders | parents‐in‐law
schoonvader | father‐in‐law
schoonvegen | sweep
schoonzoon | son‐in‐law
schoonzus | sister‐in‐law
schoonzuster | sister‐in‐law
schoor | abutment
schoorsteen | chimney
schoorsteenmantel | mantel
schoorsteenpĳp | chimney
schoorvoeten | hesitate
schoot | bosom
schor | hoarse
schorem | rabble
schoren | abet
schorpioen | scorpion
schorremorrie | rabble
schorsing | interruption
schort | apron
schorten | ail
schot | wall
schotel | dish
schoteltje | saucer
schotschrift | pamphlet
schouder | shoulder
schouderbedekking | epaulet
schouderblad | shoulderblade
schouderriem | bandoleer
schouwburg‐ | theatrical
schouwburg | theatre
schouwing | inspection
schouwspel | show
schouwtoneel | stage
schraag | bench
schraal | gaunt
schrabben | scrape
schragen | lean
schram | abrasion
schrander | acute
schranderheid | acuity
schrap | streak
schrapen | scrape
schraper | miser
schraperig | avaricious
schraperigheid | avarice
schrappen | crossout
schrede | pace
schreeuwen | cryout
schreeuwerig | noisy
schreien | cry
schriel | inshortsupply
schrift | exercise‐book
schriftelĳk | written
schriftelĳk bevel | warrant
schriftuur | document
schrikaanjagend | abysmal
schrikbarend | alarmed
schrikbewind | terror
schrikkeljaar | leap‐year
schrikkelĳk | alarmed
schrikkelĳkheid | alarm
schrik aanjagen | frighten
schril | abrasive
schrilheid | acerbity
schroef | helix
schroefdraad | helix
schroefmoer | nut
schroefsleutel | adjustablewrench
schroeien | burn
schroeiĳzer | brandingiron
schroevedraaier | screwdriver
schroeven | screw
schromelĳk | enormously
schroom | hesitation
schroomvallig | afraid
schrĳden | stalk
schrĳfbureau | desk
schrĳfmachine | typewriter
schrĳfmachinewagen | carriage
schrĳfpapier | writing‐paper
schrĳfster | authoress
schrĳfstift | stylus
schrĳftafel | desk
schrĳfwĳze | orthography
schrĳn | box
schrĳven op | writeupon
schub | scale
schudden | abet
schuieren | brush
schuifdak | cowl
schuiflade | drawer
schuifslot | bolt
schuiftrompet | trombone
schuilen | shelter
schuilen voor | protectfrom
schuilnaam | pseudonym
schuilplaats | placeofrefuge
schuim | refuse
schuimachtig | effervescent
schuimend | effervescent
schuimig | effervescent
schuinte | acclivity
schuit | bark
schuiven | glide
schuld | blame
schulddelging | redemption
schuldeloos | guiltless
schuldeloosheid | innocence
schuldig | guilty
schuldige | culprit
schuldig bevinden | convict
schuldig zĳn | owe
schunnig | abject
schunnig verhaal | dirtystory
schurk | cheat
schurkachtig | nasty
schurkachtig handelen | cheat
schutdak | penthouse
schutsengel | guardianangel
schutsluis | lock
schutspatroon | patron
schutterig | awkward
schutting | fence
schuur‐ | abrasive
schuur | barrack
schuurmiddel | abrasive
schuw | afraid
schĳf | dial
schĳn | appearance
schĳnbaar | apparently
schĳndood | lethargy
schĳngestalte | phase
schĳnsel | light
schĳt | dung
schĳten | defecate
scriba | secretary
script | script
scrupuleus | accurate
scène | scene
secessie | breakaway
seconde | second
secreet | toilet
secretaresse | secretary
secretaris | secretary
sectie | section
sectie verrichten | dissect
sector | sector
secundair | accessory
securiteit | certainty
secuur | accurate
sedert | since
segregatie | apartheid
sein | mark
seinen | signal
seizoen | season
seks | sex
seksuele hartstocht | love
seks hebben | makelove
sekte | sect
selderie | celery
selderĳ | celery
select | elected
selenium | selenium
semantiek | semantics
sensatie | sensation
sensationeel | lurid
sensueel | sensual
sententie | maxim
sentiment | sentiment
sentimenteel | sentimental
sepia | sepia
sepiatekening | sepia
september | September
septisch | infected
sereen | serene
serenade | serenade
sergeant | sergeant
serie | series
serieel | serial
serieus | earnest
sering | lilac
sermoen | sermon
serum | serum
serveerster | waitress
server | server
serveren | serve
servet | napkin
servies | crockeryset
sessie | session
set | bevy
sex | sex
sexe | sex
sexueel | generative
sex bedrĳven | makelove
sex hebben | makelove
sfeervol | atmospheric
shampoo | shampoo
sheriff | sheriff
sherry | sherry
shilling | shilling
shintoïsme | Shintoism
shit‐ | rotten
shit | rotten
shock | shock
shrapnel | shrapnel
sidderrog | torpedo
sieraad | adornment
sieren | adorn
sierlĳk | graceful
sierlĳkheid | grace
sifon | siphon
sigaar | cigar
sigarenwinkel | tobacconist's
sigarepeuk | cigar‐end
sigarepeukje | cigar‐end
sigaret | cigarette
sigma | sigma
signaal | mark
signaalhoorn | clarion
sik | goat
sikh | Sikh
sikkel | sickle
silene | campion
silhouet | outline
silicium | silicon
sim | line
simpel | dull
simplificeren | simplify
simuleren | feign
simultaan | simultaneous
sinaasappel | orange
sinaasappelboom | orange‐tree
sinaasappelsap | orangejuice
sinds | since
sinds lang | foralongtime
sint‐vitusdans | SaintVitus'sdance
sintel | cinder
sirocco | sirocco
siroop | syrup
sissen | hiss
situatie | circumstances
situeren | locate
sjaal | shawl
sjabloon | pattern
sjacheraar | secondhanddealer
sjacheren | peddle
sjah | shah
sjamaan | shaman
sjap | loafer
sjappie | loafer
sjeik | sheikh
sjezen | abort
sjiek | chic
sjilpen | chirp
sjogoen | shogun
sjouwer | porter
skelet | skeleton
ski | ski
skiën | ski
sla | lettuce
slaaf | slave
slaan | beat
slaapkamer | sleeping‐accomodation
slaapkoets | cupboardbed
slaaplied | lullaby
slaapplaats | sleeping‐accomodation
slaaprĳtuig | sleeping‐car
slaapwagen | sleeping‐car
slaatje | salad
slabbetje | bib
slachtafval | offal
slachten | butcher
slachter | butcher
slachterĳ | abattoir
slachthuis | abattoir
slachting | massacre
slachtmaand | November
slachtoffer | victim
slag | action
slagader | artery
slagboom | barrier
slagen | succeed
slagen voor | succeed
slager | butcher
slagerswinkel | butcher'sshop
slagerĳ | butcher'sshop
slaghamer | mallet
slagroom | whippedcream
slagzwaard | sword
slaken | drawout
slang | serpent
slangenden | araucaria
slank | slender
slap | flat
slapen | beasleep
slapen als een roos | sleepheavily
slavin | bondwoman
slecht | bad
slechten | even
slechter | worse
slechte spĳsvertering | dyspepsia
slechtgehumeurd | cross
slechting | demolition
slechts | exclusively
slechtst | worst
slechts één | justone
slechtvalk | peregrine
slecht behandelen | abuse
slecht functioneren | limp
slede | sledge
slee | sledge
sleedoornvrucht | self‐heal
sleepboot | tug
sleepkabel | towing‐line
sleeptouw | towing‐line
sleeptros | towing‐line
slempen | debauch
slepen | drag
slet | slut
sleuf | slot
sleur | routine
sleutelbloem | primrose
slik | mud
slikken | swallow
slim | difficult
slimheid | cunning
slimmigheid | ruse
slimmigheidje | ruse
slinger | garland
slingerkrans | garland
slinken | abate
slip | briefs
slipgevaar | dangerofskidding
slipje | briefs
slippen | skid
slobkous | gaiter
sloep | boat
sloerie | slut
slokken | swallow
sloof | apron
sloop | demolition
sloot | hole
slopen | consume
slot | clasp
slotenmaker | locksmith
slotstuk | apotheosis
slottaffereel | apotheosis
sloven | workhard
sluier | veil
sluieren | veil
sluik | smooth
sluikhandelaar | smuggler
sluiks | clandestinely
sluimeren | doze
sluipen | steal
sluis | lock
sluiten | close
sluitzegel | sticker
slurf | proboscis
slurpen | absorb
sluw | shrewd
slĳk | mud
slĳkbord | mudguard
slĳm | mucus
slĳmerig | mucous
slĳten | useup
smaad | abuse
smaakloos | tasteless
smaakvermogen | taste
smaakvol | pleasing
smachtend | longing
smachten naar | ache
smadelĳk | insulting
smakeloos | tasteless
smakelĳk | nice
smaken | taste
smakken | smack
smal | narrow
smaragd | emerald
smart | sadness
smarten | afflict
smeden | forge
smeekbede | appeal
smeer | suet
smeergeld | bribe
smeersel | ointment
smeerwortel | comfrey
smeken | beseech
smelten | melt
smeren | anoint
smerig | dirty
smet | blot
smetten | soil
smeuïg | lively
smid | smith
smiecht | cheat
smoel | mug
smoelwerk | mug
smoes | pretext
smoesje | pretext
smoezelen | whisper
smoezelig | stale
smoezen | whisper
smoken | smoke
smokkelaar | smuggler
smokkelwaar | contraband
smoorheet | hot
smoorhitte | heat
smoren | choke
smulpartĳ | banquet
smĳdig | flexible
snaaks | mischievous
snaar | cord
snakken naar | ache
snappen | understand
snater | beak
snauwerig | crude
snavel | beak
snedig | lively
sneetje | slice
sneeuw | snow
sneeuwbal | guelderrose
sneeuwen | snow
sneeuwketting | non‐skidchain
sneeuwklokje | snowdrop
sneeuwpop | snowman
sneeuwvlok | snowflake
sneeuwwit | snowwhite
snel | fast
snelheid | speed
snelheidsgrens | speed‐limit
snellen | race
snelschrift | shorthand
snelverkeersweg | motorroad
snelweg | motorroad
snelwegoprit | accessroad
snerpen | cut
snerpend | abrasive
sneuvelen | perish
snibbig | abrasive
snibbigheid | acrimony
snik | hiccup
snikheet | hot
snikkel | cock
snikken | sob
snipperdag | holiday
snippermand | paper‐basket
snob | snob
snobistisch | snobbish
snoeimes | bill
snoek | pike
snoepen | relish
snoeperig | charming
snoes | darling
snoeven | boast
snoezig | charming
snol | slut
snoodaard | criminal
snor | moustache
snorken | boast
snorren | lookfor
snot | snot
snotaap | naughtyboy
snotterig | mucous
snuffelen | snuffle
snufje | bit
snugger | intelligent
snuit | proboscis
snuiter | chap
snuiven | snuffle
snurken | snore
snĳboon | haricot
snĳder | tailor
snĳwond | cut
sober | moderate
sociaal | social
socialisme | socialism
socialist | socialist
sociologie | sociology
socioloog | sociologist
sociëteit | club
soep | soup
soepel | elastic
soeverein | sovereign
sof | abortion
sofa | sofa
sok | sock
sokkel | supportingbase
soldaat | pawn
soldeer | solder
soldeersel | solder
solderen | solder
solidair | standingtogether
solidariteit | solidarity
solide | firm
soliditeit | virtue
solist | soloist
sollicitant | candidate
sollicitatie | ambition
solliciteren | runforelection
solo | solo
solvabiliteit | ability
solventie | ability
solveren | liquidate
som | amount
somber | bleak
somberheid | grief
somma | amount
sommatie | command
sommeren | command
sommige | afew
sommigen | afew
soms | maybe
somtĳds | severaltimes
sonate | sonata
soortelĳk | specific
soppen | dip
sopraan | soprano
sorry | excuseme
sortering | assortment
souffleren | prompt
souffleur | prompter
souvenir | keepsake
sovjet‐ | Soviet
spa | spade
spaak | crowbar
spaakbeen | radius
spaarzaam | thrifty
spaarzaamheid | economy
spade | spade
spanderen | dedicate
spang | clasp
spant | frame
sparen | begrudge
sparreboom | spruce
spartelen | flounder
spatbord | mudguard
spatie | space
spatscherm | mudguard
specerĳ | spice
specht | woodpecker
speciaal | particular
speciale koerier | express
specialist | expert
specie | morter
specificeren | specify
specifiek | specific
specimen | sample
speculant | bear
speculatie | speculation
speculatief | speculative
speech | speech
speeksel | saliva
speeksel afscheiden | salivate
speelbaar | actable
speelfilm | movie
speelman | musician
speelplaats | playground
speelveld | sportsground
speelwerk | carillon
speer | lance
spek | bacon
spekken | fill
spektakel | show
spel | game
speld | pin
speling | caprice
spelleider | stage‐manager
spellen | spell
spelling | orthography
spelonk | cave
spelt | spelt
spenderen | dedicate
sperdam | dam
sperma | sperm
sperzieboon | haricot
speurtocht | exploration
speurwerk | exploration
spichtig | gaunt
spie | wedge
spieden | peep
spiegel | poop
spiegelei | boiledegg
spiegelen | reflect
spieken | crib
spier‐ | muscular
spierwit | snowwhite
spies | lance
spiets | lance
spietsen | impale
spikkelen | punctuate
spil | axis
spinazie | spinach
spinne‐ | ofaspider
spinnekop | spider
spinnen‐ | ofaspider
spinnen | spin
spinneweb | spiderweb
spinnewiel | spinning‐wheel
spinnĳdig | furious
spinrag | spiderweb
spion | spy
spioneren | peep
spiraal | spiral
spiritisme | spiritualism
spiritualiën | alcoholicdrinks
spits | pointed
spitsboef | cheat
spitsroede | rod
spitsvondig | subtle
spitten | dig
spleen | illhumor
spleet | crack
splinter | splinter
splinteren | splinter
split | crack
splitsen | divide
spoedeisend | pressing
spoed maken | gofast
spoel | bobbin
spoken | haunt
sponde | bed
sponning | slot
spons | sponge
sponsachtig | spongy
sponsor | patron
sponsoren | guarantee
spontaan | spontaneous
sponzig | spongy
spook | ghost
spoor | railroad
spoorstaaf | rail
spoortrein | train
spoorwagen | carriage
spoorweg | railroad
spoorwegovergang | level‐crossing
spoorwegstation | railwaystation
sporadisch | sporadic
sport | sport
sporter | sportsman
sporthemd | sportsshirt
sportman | sportsman
sportsman | sportsman
spot | mockery
spotdicht | satire
spotlachen | sneer
spotten | jeerat
spotternĳ | mockery
spouw | crack
spraak | speech
spraakkunst | grammar
spraakleer | grammar
spraakvermogen | speech
spraakzaam | talkative
sprakeloos | dumb
sprakeloosheid | aphasia
sprank | spark
spreadsheet | spreadsheetprogramme
spreadsheetprogramma | spreadsheetprogramme
spreekbeurt | lecture
spreekgestoelte | pulpit
spreektrant | speech
spreekwoord | adage
spreeuw | starling
sprei | bedspread
spreiden | layout
spreken | speak
sprenkelen | sprinkle
spriet | aerial
sprietig | gaunt
springscherm | parachute
springveer | spring
sprinkhaan | grasshopper
sproeien | irrigate
sproeiing | watering
sproet | freckle
sprokkelmaand | February
sprong | jump
sprookje | fairytale
spruit | child
spruitjes | Brussels‐sprouts
spui | lock
spuien | aerate
spuitbus | aerosol
spuiten | squirt
spuitfles | siphon
spuitje | injection
spul | matter
spullen | stuff
spurrie | spurrey
spurt | acceleration
sputteren | growl
spuug | saliva
spuugbak | cuspidor
spuwbak | cuspidor
spuwen | spit
spĳker | nail
spĳkeren | nail
spĳkerhard | adamant
spĳkervast | fixedwithnails
spĳl | pole
spĳs | food
spĳskaart | menu
spĳsvertering | digestion
spĳt | regret
spĳt hebben van | besorryabout
spĳzigen | feed
squash | squash
sta‐in‐de‐weg | obstacle
staafje | stick
staag | continuous
staak | stake
staal | sample
staaltje | sample
staande | for
staar | cataract
staart | tail
staartje | remainder
staartster | comet
staartstuk | backside
staat | realm
staatkunde | policy
staatkundig | political
staatsburger | citizen
staatshoofd | headofstate
staatsman | politician
staatsvorm | régime
stabiel | constant
stadhouder | Polishprovincialgovernor
stadhuis | cityhall
stadie | stadium
stadium | stadium
stadje | town
stads | urban
stadsstaat | citystate
stadswĳk | district
staf | baton
stafrĳm | alliteration
stag | brace
stagneren | stagnate
staketsel | fence
staking | strike
stal | stable
stalen | harden
stalknecht | groom
stallen | dock
stalletje | barn
stalling | garage
stam‐ | tribal
stam | stem
stamboom | familytree
stamelen | stammer
stammen uit | accruefrom
stammen van | accruefrom
stampen | crush
stamper | pestle
stampvol | brimming
stamvader | forefather
stand | altitude
standaard‐ | normal
standaard | flag
standaardmaat | norm
standaardwaarde | default
standbeeld | statue
stander | bench
standhouden | continue
standje | observation
standpunt | viewpoint
standvastig | constant
stand van zaken | circumstances
stang | pole
stank | stench
stap | pace
stapel | accumulation
stapelen | accumulate
stappen | pace
staren | gaze
starter | starter
startinrichting | starter
statie | stage
stationair | motionless
stationeren | locate
stationschef | station‐master
statistiek | statistics
status | grade
statuur | stature
statuut | regulations
staven | acknowledge
stedelĳk | urban
steeds | always
steeds meer | increasingly
steeds minder | lessandless
steeg | alley
steekmug | gnat
steekspel | tournament
steel | handle
steelpan | casserole
steels | veiled
steelsgewĳs | stealthily
steenarend | goldeneagle
steenbok | ibex
steenbreek | saxifrage
steengruis | gravel
steenhouwer | stone‐cutter
steenkool | coal
steenmarter | stone‐marten
steenslag | brokenstones
steenuil | littleowl
steenvalk | merlin
steenzwaluw | swift
steen en been klagen | lament
steevast | even
steg | hedge
steiger | landing‐stage
steil | abrupt
steile helling | precipice
steilheid | steepness
stekel | sting
stekelvarken | porcupine
steken | enter
stekker | plug
stel | bevy
stelen | steal
steler | thief
stelkunde | algebra
stellage | bench
stellair | sideral
stellen | laydown
stellende trap | positive
stelletje | outfit
stellig | certain
stelligheid | certainty
stelpen | stop
stelselmatig | systematic
stem | faction
stemband | cord
stemgeluid | voice
stemhebbend | sonorous
stemmig | earnest
stempelen | mark
stengel | stalk
stenig | metalled
steno | shorthand
stenograferen | writeshorthand
stenotypiste | stenotypist
step | scooter
steppe | moor
stereotype | stereotype
sterfelĳk | mortal
sterfgeval | death
steriel | barren
steriliseren | sterilize
sterken | fortify
sterker worden | increase
sterker zĳn dan | overpower
sterke drank | alcohol
sterkte | force
sterk werkend | drastic
sterre‐ | sideral
sterren‐ | sideral
sterrenkunde | astronomy
sterrenkundige | astronomer
sterrenkĳker | telescope
sterrenwichelaar | astrologer
sterrenwichelarĳ | astrology
sterretje | asterisk
sterven | marchoff
stervensnood | agony
steun | prop
steunbeer | abutment
steundraad | brace
steunen | lean
steunen op | relyon
steunmuur | supportingwall
steunpilaar | column
steur | sturgeon
steurgarnaal | prawn
steurkuit | caviar
stevenen | beardown
stevig | fast
stevigheid | virtue
steward | attendant
stewardess | airhostess
stichting | foundation
sticker | sticker
stiefdochter | step‐daughter
stiefkind | step‐child
stiefmoeder | step‐mother
stiefvader | step‐father
stiefzus | step‐sister
stiefzuster | step‐sister
stiekem | behindone'sback
stiep | stereotype
stier | bull
stikken | quilt
stiknaad | seam
stikstof | nitrogen
stil | calm
stileren | edit
stilhouden | halt
stilist | author
stilleggen | halt
stilstaan | halt
stilte | calm
stilzetten | halt
stilzwĳgend | silent
stilzwĳgende instemming | acquiescence
stilzwĳgende overeenkomst | mutualunderstanding
stilzwĳgende toestemming | acquiescence
stilzwĳgendheid | modesty
stilzwĳgend instemmen | acquiesce
stilzwĳgend toestemmen | acquiesce
stimulatie | impetus
stimuleren | rouse
stinkdier | skunk
stinken | reek
stinkend | bad‐smelling
stinkende gouwe | greatercelandine
stip | dot
stipendium | subsidy
stippelen | punctuate
stipt | accurate
stiptheid | accuracy
stipuleren | setconditions
stock | stock
stoeien | frolic
stoel | chair
stoep | platform
stoer | firm
stoet | procession
stoeterĳ | studfarm
stofdoek | dishcloth
stoffelĳk | material
stoffen | boast
stoffer | brush
stofferen | garnish
stoffig | dusty
stoffig maken | coverwithdust
stofregen | drizzle
stofzuiger | vacuumcleaner
stof afnemen | dust
stok | baton
stokebrand | agitator
stokerĳ | agitation
stokje | stick
stom | dumb
stomerĳ | drycleaner's
stomkop | fool
stomme | mute
stommeling | fool
stompen | punch
stoof | footwarmer
stookmateriaal | fuel
stoom | steam
stoomboot | steamship
stoomketel | boiler
stoot | prick
stootkussen | buffer
stopcontact | electricsocket
stoppen | mend
stoppen in | callat
stopplaats | stop
stopstreep | break
stopverf | putty
stopzetten | shutoff
storen | bar
storend | nasty
storing veroorzaken | disquiet
storm | storm
stormloop | assault
stormwind | storm
stortbad | shower
storten | drop
storting | payment
stortplaats | dump
stortregenen | pour
stoten | push
stotend | offensive
stoten op | collidewith
stotteren | stammer
stout | audacious
stoutheid | audacity
stoutmoedig | audacious
stoutmoedigheid | audacity
stouwen | stow
stouwer | stevedore
